time x0 x1 x2 x3 x4
0 0.6 1.4 2.7 1.2 0.4
0.1 0.6 1.2302081625763452 2.9610922646676303 1.3888029601350411 0.3549817576338197
0.2 0.6 1.0389408470720622 3.122683668444979 1.5905574128738416 0.3172988734317477
0.30000000000000004 0.6 0.8557078994206954 3.1882714416895817 1.7908118848738985 0.2828339508166334
0.4 0.6 0.6871960804927024 3.2045318657657993 1.9858294177115747 0.2495179602319991
0.5 0.6 0.560134709917866 3.1346155152904265 2.165620136648085 0.21857920236765907
0.6 0.6 0.4699098476367307 3.0139496237674575 2.319707147727354 0.1923349238105535
0.7 0.6 0.40780557945959706 2.8688654682898016 2.444820166852131 0.17139488696203542
0.7999999999999999 0.6 0.36222504677202805 2.71692493194523 2.54791680857053 0.15428416286014696
0.8999999999999999 0.6 0.33082261739343705 2.564062867265283 2.6290033914776503 0.14088743171505974
0.9999999999999999 0.6 0.3111699704709641 2.4186536753392716 2.6841621293185636 0.13149698776964822
1.0999999999999999 0.6 0.297377733987588 2.28157840100987 2.7223228804900823 0.12441730251658552
1.2 0.6 0.28592975906743545 2.150114817707116 2.7521498566532716 0.11828801444266722
1.3 0.6 0.28621409743921405 2.0543228292804074 2.7358700232376063 0.11698426529208325
1.4000000000000001 0.6 0.2875197263722949 1.9666209144171127 2.712905600656555 0.11612793840406477
1.5000000000000002 0.6 0.2910498704300705 1.8950681410201067 2.677639779224496 0.11606998499923617
1.6000000000000003 0.6 0.29751037410493103 1.844133617016764 2.629848095450247 0.11691904639189689
1.7000000000000004 0.6 0.30612862107111055 1.8095922430494535 2.5759882615777254 0.11839368644767068
1.8000000000000005 0.6 0.3160677637582753 1.787693213397847 2.5201930883797456 0.12032200894048783
1.9000000000000006 0.6 0.3270237114599529 1.778265452240163 2.4651700720980094 0.1226199753886396
2.0000000000000004 0.6 0.3384306195232841 1.7777257946858744 2.4128364428831075 0.12511448517570917
2.1000000000000005 0.6 0.34988259723066556 1.7844699558083366 2.364401793076285 0.12772254775225667
2.2000000000000006 0.6 0.36110589061291004 1.7970715781877897 2.320729304158721 0.13036316219549557
2.3000000000000007 0.6 0.37194443341780975 1.8142006413486091 2.282334617300185 0.13293935068308071
2.400000000000001 0.6 0.3819022214254071 1.8344627437136256 2.2496091540881404 0.13540549341927532
2.500000000000001 0.6 0.39071547238685284 1.8566547583073307 2.2225780177441252 0.13771586681465076
2.600000000000001 0.6 0.3985345409111508 1.8800547273837913 2.201093343870618 0.1398142922544445
2.700000000000001 0.6 0.4048809553465672 1.9034303745963175 2.1848182604232367 0.1416670011474159
2.800000000000001 0.6 0.4098871379361453 1.9261647323476085 2.173371008680801 0.1432553985313265
2.9000000000000012 0.6 0.41365772080648433 1.9475046469023194 2.166241778216733 0.14453162461689617
3.0000000000000013 0.6 0.4163272861707861 1.9666953208423283 2.1627614462444846 0.14542517972517943
3.1000000000000014 0.6 0.4178838989096037 1.9836690702230586 2.162418301669741 0.14608941900407993
3.2000000000000015 0.6 0.4184530717687732 1.9982207484235566 2.164583318768497 0.14650513830861564
3.3000000000000016 0.6 0.41815293429732825 2.010294585542197 2.1687039981008955 0.14669140779507706
3.4000000000000017 0.6 0.41710680159971397 2.0199604245680156 2.174368129553618 0.14671088906220364
3.5000000000000018 0.6 0.4155486385501409 2.027224116264135 2.1810657705755125 0.14658783376378628
3.600000000000002 0.6 0.4137697432140188 2.032863385611772 2.1881411229852747 0.1463660540574433
3.700000000000002 0.6 0.4119318437034316 2.0370484644702516 2.195181489399478 0.14605947067711436
3.800000000000002 0.6 0.4098851152332804 2.038561021595051 2.2023127754956535 0.14562938860205554
3.900000000000002 0.6 0.4077889181366865 2.038395635225691 2.209179880138522 0.14516842392276919
4.000000000000002 0.6 0.40570070295537447 2.0372480240052115 2.21576436536084 0.14470924716738262
4.100000000000001 0.6 0.4036795317923499 2.035634664909248 2.2220119445224555 0.14427062485253891
4.200000000000001 0.6 0.4017658912435368 2.0331140336082925 2.227711278706582 0.14382712737612013
4.300000000000001 0.6 0.39995831104760954 2.030147674031396 2.2329669424726712 0.1433996802141483
4.4 0.6 0.39868151162586657 2.026306195271819 2.2363251822410164 0.14303970893848864
4.5 0.6 0.3976450360882959 2.022009961246448 2.2388244903943053 0.1427157254831163
4.6 0.6 0.3968622583804956 2.0178889502232673 2.2404981601086416 0.14245927887484944
4.699999999999999 0.6 0.3964785588487913 2.0144745365862553 2.2409706307045147 0.14229877565044344
4.799999999999999 0.6 0.39611256201022027 2.0110460736479334 2.241368850080679 0.1421421987453841
4.899999999999999 0.6 0.3959298085510798 2.0080175259801 2.2412508103384092 0.14203287077440513
5 0.6 0.3958895428277088 2.0053125568076244 2.240694359997609 0.14196607862281463
